"pbc_id","client_pbc_name","reviewed_name","pbc_spec","pbc_kind","pbc_file_format","related_pbc_ids","iuc_or_system","cycle","source","notes","updated_at"
"PBC-EC-144","遠傳IDC機房定期提供機房進出紀錄","遠傳IDC機房定期提供機房進出紀錄","",NA,NA,"","遠傳IDC機房定期提供機房進出紀錄","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-145","遠傳IDC機房異常狀況通知MAIL","遠傳IDC機房異常狀況通知MAIL","",NA,NA,"","遠傳IDC機房異常狀況通知MAIL","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-146","維護合約","維護合約","應包含
1.Oracle ERP維護合約
2.硬體設備(如:伺服器)維護合約 X
3.資訊安全工具維護合約
4.資料庫維護合約 X
5.防火牆維護合約 X
6.訊連科技委外維護合約
7.其他維護合約 X",NA,NA,"","維護合約","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-147","硬體報廢單","硬體報廢單","",NA,NA,"","硬體報廢單","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-148","資安管理定期會議紀錄","資安管理定期會議紀錄","",NA,NA,"","資安管理定期會議紀錄","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-149","員工資訊安全訓練記錄","員工資訊安全訓練記錄","",NA,NA,"","員工資訊安全訓練記錄","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-150","公司AI相關管理制度","公司AI相關管理制度","",NA,NA,"","公司AI相關管理制度","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-151","防毒軟體設定畫面","防毒軟體設定畫面","",NA,NA,"","防毒軟體設定畫面","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-152","病毒碼已更新到最新之畫面","病毒碼已更新到最新之畫面","",NA,NA,"","病毒碼已更新到最新之畫面","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-153","弱點掃描定期執行報告","弱點掃描定期執行報告","",NA,NA,"","弱點掃描定期執行報告","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-154","資訊安全系統參數設定變更及覆核紀錄","資訊安全系統參數設定變更及覆核紀錄","包含：防火牆系統、入侵偵測/保護系統",NA,NA,"","資訊安全系統參數設定變更及覆核紀錄","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-155","客戶資料編輯權限清單","客戶資料編輯權限清單","",NA,NA,"","客戶資料編輯權限清單","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-156","TBR狀態之Perfect Console帳號_系統畫面","TBR狀態之Perfect Console帳號_系統畫面","",NA,NA,"","TBR狀態之Perfect Console帳號_系統畫面","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-157","與銷售相關的所有關鍵系統圖","與銷售相關的所有關鍵系統圖","",NA,NA,"","與銷售相關的所有關鍵系統圖","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-158","銷售相關系統之使用者與admin權限清單","銷售相關系統之使用者與admin權限清單","",NA,NA,"","銷售相關系統之使用者與admin權限清單","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-159","供應商問卷 - IT設備","供應商問卷 - IT設備","如有，請提供與前面「請購單 - IT設備」對應之供應商問卷。",NA,NA,"","供應商問卷 - IT設備","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-160","VMS供應商主檔資料（新增） - 線上／雲端服務","VMS供應商主檔資料（新增） - 線上／雲端服務","請提供與前面「e-Expense - 線上／雲端服務」對應之供應商主檔新增畫面。",NA,NA,"","VMS供應商主檔資料（新增） - 線上／雲端服務","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-161","VMS供應商主檔資料（變更） - 線上／雲端服務","VMS供應商主檔資料（變更） - 線上／雲端服務","如有，請提供與前面「e-Expense - 線上／雲端服務」對應之供應商主檔變更畫面。",NA,NA,"","VMS供應商主檔資料（變更） - 線上／雲端服務","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-162","VMS供應商主檔資料（新增） - IT設備","VMS供應商主檔資料（新增） - IT設備","請提供與前面「請購單 - IT設備」對應之供應商主檔新增畫面。",NA,NA,"","VMS供應商主檔資料（新增） - IT設備","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-163","VMS供應商主檔資料（變更） - IT設備","VMS供應商主檔資料（變更） - IT設備","如有，請提供與前面「請購單 - IT設備」對應之供應商主檔變更畫面。",NA,NA,"","VMS供應商主檔資料（變更） - IT設備","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-164","出貨單 - IT設備","出貨單 - IT設備","請提供與前面「請購單 - IT設備」對應之出貨單。",NA,NA,"","出貨單 - IT設備","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-165","收貨發票 - IT設備","收貨發票 - IT設備","請提供與前面「請購單 - IT設備」對應之發票。",NA,NA,"","收貨發票 - IT設備","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-166","資產類別及使用年限設定依據文件（如資產分類表）","資產類別及使用年限設定依據文件（如資產分類表）","根據訪談得知，請購者在請購時選填的資產類別，會在後續收貨時產生出對應的財產編號。顧問想瞭解請購者選擇哪幾種資產類別會產生出財產編號，請提供相關的說明文件或是依據（例如公司規範／系統設定畫面）。",NA,NA,"","資產類別及使用年限設定依據文件（如資產分類表）","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-167","IT設備或機房內設備移出公司之申請紀錄","IT設備或機房內設備移出公司之申請紀錄","請提供過去任何一筆移出申請，並請包含完整簽核軌跡。",NA,NA,"","IT設備或機房內設備移出公司之申請紀錄","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-168","IT設備或機房內設備移入公司之申請紀錄","IT設備或機房內設備移入公司之申請紀錄","請提供過去任何一筆移入的申請，並請包含完整簽核軌跡。",NA,NA,"","IT設備或機房內設備移入公司之申請紀錄","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-169","維護作業相關之請購資訊 - IT設備或機房","維護作業相關之請購資訊 - IT設備或機房","請提供過去任何一筆IT設備或機房的維修／保養的e-Purchase請購紀錄，並請包含完整簽核軌跡。",NA,NA,"","維護作業相關之請購資訊 - IT設備或機房","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-170","維護作業相關之採購資訊 - IT設備或機房","維護作業相關之採購資訊 - IT設備或機房","請提供與「維護作業相關之請購資訊 - IT設備或機房」對應之採購資訊。",NA,NA,"PBC-EC-169","維護作業相關之採購資訊 - IT設備或機房","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-171","維護作業相關之e-Expense 報支單據 - IT設備或機房","維護作業相關之e-Expense 報支單據 - IT設備或機房","請提供與「維護作業相關之請購資訊 - IT設備或機房」對應的支出紀錄，並請包含完整簽核軌跡。",NA,NA,"PBC-EC-169","維護作業相關之e-Expense 報支單據 - IT設備或機房","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-172","維護作業驗收紀錄 - IT設備或機房","維護作業驗收紀錄 - IT設備或機房","請提供與「維護作業相關之請購資訊 - IT設備或機房」對應之驗收紀錄（例如照片或結果評估），並請包含完整簽核軌跡。",NA,NA,"PBC-EC-169","維護作業驗收紀錄 - IT設備或機房","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-EC-173","設備報廢評估與報廢時影像紀錄 - IT設備或機房","設備報廢評估與報廢時影像紀錄 - IT設備或機房","請提供過去任何一筆相關的申請表或報廢評估的紀錄（例如Email通知或系統紀錄），並檢附報廢時的照片或其他處理紀錄，以及移出公司的申請與覆核紀錄。",NA,NA,"","設備報廢評估與報廢時影像紀錄 - IT設備或機房","電腦化資訊系統循環","it_cycle_pbc_seed",NA,"2026-08-27 08:45:36"
"PBC-CA-001","最新版會計政策","最新版會計政策","",NA,NA,"","最新版會計政策","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-002","修改會計政策提報審委會及董事會核准之紀錄","修改會計政策提報審委會及董事會核准之紀錄","",NA,NA,"","修改會計政策提報審委會及董事會核准之紀錄","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-003","Accounting memo","Accounting memo","",NA,NA,"","Accounting memo","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-004","Accounting memo修改/Comment軌跡","Accounting memo修改/Comment軌跡","包含最終權責主管核准Comment且Lock之版本",NA,NA,"","Accounting memo修改/Comment軌跡","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-005","會計政策/會計相關作業程序/Acoounting memo等文件的公告區截圖","會計政策/會計相關作業程序/Acoounting memo等文件的公告區截圖","",NA,NA,"","會計政策/會計相關作業程序/Acoounting memo等文件的公告區截圖","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-006","最近期教育訓練或外部訓練之紀錄 (若有)","最近期教育訓練或外部訓練之紀錄 (若有)","",NA,NA,"","最近期教育訓練或外部訓練之紀錄 (若有)","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-007","招募時提供予人資部門之Job Description","招募時提供予人資部門之Job Description","",NA,NA,"","招募時提供予人資部門之Job Description","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-008","會計科目與財報科目mapping表","會計科目與財報科目mapping表","",NA,NA,"","會計科目與財報科目mapping表","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-009","會科新增或修改之往來溝通軌跡 (若有)","會科新增或修改之往來溝通軌跡 (若有)","例如: 通訊軟體截圖、郵件通知等",NA,NA,"","會科新增或修改之往來溝通軌跡 (若有)","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-010","會計科目新增或修改之系統畫面截圖","會計科目新增或修改之系統畫面截圖","",NA,NA,"","會計科目新增或修改之系統畫面截圖","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-011","總帳人工入帳傳票","總帳人工入帳傳票","請保留檢附文件",NA,NA,"","總帳人工入帳傳票","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-012","非經常性交易之入帳傳票 (若有)","非經常性交易之入帳傳票 (若有)","請保留檢附文件",NA,NA,"","非經常性交易之入帳傳票 (若有)","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-013","日常交易之三旬匯率系統截圖及匯率來源證明文件","日常交易之三旬匯率系統截圖及匯率來源證明文件","",NA,NA,"","日常交易之三旬匯率系統截圖及匯率來源證明文件","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-014","採用上述三旬匯率之入帳傳票","採用上述三旬匯率之入帳傳票","與#13「日常交易之三旬匯率系統截圖及匯率來源證明文件」相關。",NA,NA,"PBC-CA-013","採用上述三旬匯率之入帳傳票","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-015","月底評價用之台銀匯率系統截圖及匯率來源證明文件","月底評價用之台銀匯率系統截圖及匯率來源證明文件","",NA,NA,"","月底評價用之台銀匯率系統截圖及匯率來源證明文件","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-016","採用上述台銀匯率之月底外幣評價損益之傳票","採用上述台銀匯率之月底外幣評價損益之傳票","與#15「月底評價用之台銀匯率系統截圖及匯率來源證明文件」相關。",NA,NA,"PBC-CA-015","採用上述台銀匯率之月底外幣評價損益之傳票","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-017","每季PWC提供匯率之Email","每季PWC提供匯率之Email","",NA,NA,"","每季PWC提供匯率之Email","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-018","採用上述PWC匯率之入帳傳票 (合併相關作業)","採用上述PWC匯率之入帳傳票 (合併相關作業)","與#17「每季PWC提供匯率之Email」相關。",NA,NA,"PBC-CA-017","採用上述PWC匯率之入帳傳票 (合併相關作業)","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-019","Oracle各財務模組系統權限清單","Oracle各財務模組系統權限清單","可提供事務所進行審計時交付之資料",NA,NA,"","Oracle各財務模組系統權限清單","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-020","每季公告之結帳作業時程表","每季公告之結帳作業時程表","請保留郵件軌跡",NA,NA,"","每季公告之結帳作業時程表","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-021","每月/每季結帳Checklist","每月/每季結帳Checklist","",NA,NA,"","每月/每季結帳Checklist","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-022","每月/每季結帳通知信件","每月/每季結帳通知信件","",NA,NA,"","每月/每季結帳通知信件","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-023","每月關帳通知 (若有)","每月關帳通知 (若有)","例如: 郵件通知、通訊軟體截圖等",NA,NA,"","每月關帳通知 (若有)","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-024","申請認列非當期/已關帳之分錄之申請表單及核准紀錄(用印申請系統)及入帳傳票","申請認列非當期/已關帳之分錄之申請表單及核准紀錄(用印申請系統)及入帳傳票","請保留完整申請軌跡",NA,NA,"","申請認列非當期/已關帳之分錄之申請表單及核准紀錄(用印申請系統)及入帳傳票","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-025","月結財務報表","月結財務報表","",NA,NA,"","月結財務報表","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-026","月結Trial Balance","月結Trial Balance","",NA,NA,"","月結Trial Balance","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-027","月底結帳後各科目明細表/科餘表","月底結帳後各科目明細表/科餘表","",NA,NA,"","月底結帳後各科目明細表/科餘表","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-028","每月or季損益科目分析報表","每月or季損益科目分析報表","",NA,NA,"","每月or季損益科目分析報表","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-029","關係人清單","關係人清單","",NA,NA,"","關係人清單","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-030","關係人交易明細彙總表","關係人交易明細彙總表","",NA,NA,"","關係人交易明細彙總表","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-031","與關係人對帳之往來郵件","與關係人對帳之往來郵件","",NA,NA,"","與關係人對帳之往來郵件","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-032","對帳後彙總之科餘對帳表","對帳後彙總之科餘對帳表","",NA,NA,"","對帳後彙總之科餘對帳表","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-033","每月關係人對帳差異之調節表(若有)","每月關係人對帳差異之調節表(若有)","",NA,NA,"","每月關係人對帳差異之調節表(若有)","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-034","每季長投計算底稿及主管覆核軌跡","每季長投計算底稿及主管覆核軌跡","",NA,NA,"","每季長投計算底稿及主管覆核軌跡","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-035","長投入帳傳票","長投入帳傳票","請保留檢附文件",NA,NA,"","長投入帳傳票","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-036","合併沖銷分錄之彙總底稿","合併沖銷分錄之彙總底稿","",NA,NA,"","合併沖銷分錄之彙總底稿","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-037","每月通知子公司提供Package資訊之往來郵件","每月通知子公司提供Package資訊之往來郵件","",NA,NA,"","每月通知子公司提供Package資訊之往來郵件","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-038","子公司提供集團編制合併財報之財報資訊package之紀錄或Email","子公司提供集團編制合併財報之財報資訊package之紀錄或Email","",NA,NA,"","子公司提供集團編制合併財報之財報資訊package之紀錄或Email","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-039","資產負債表之工作底稿及覆核紀錄","資產負債表之工作底稿及覆核紀錄","",NA,NA,"","資產負債表之工作底稿及覆核紀錄","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-040","綜合損益表之工作底稿及覆核紀錄","綜合損益表之工作底稿及覆核紀錄","",NA,NA,"","綜合損益表之工作底稿及覆核紀錄","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-041","現金流量表之工作底稿及覆核紀錄","現金流量表之工作底稿及覆核紀錄","",NA,NA,"","現金流量表之工作底稿及覆核紀錄","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-042","股東權益變動表之工作底稿及覆核紀錄","股東權益變動表之工作底稿及覆核紀錄","",NA,NA,"","股東權益變動表之工作底稿及覆核紀錄","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-043","EPS之工作底稿及覆核紀錄","EPS之工作底稿及覆核紀錄","",NA,NA,"","EPS之工作底稿及覆核紀錄","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-044","合併報表底稿及覆核紀錄","合併報表底稿及覆核紀錄","",NA,NA,"","合併報表底稿及覆核紀錄","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-045","財務狀況分析管理報表","財務狀況分析管理報表","",NA,NA,"","財務狀況分析管理報表","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-046","CEO/CFO/審計委員會審核20-F之紀錄","CEO/CFO/審計委員會審核20-F之紀錄","",NA,NA,"","CEO/CFO/審計委員會審核20-F之紀錄","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-047","每季所得稅計算底稿","每季所得稅計算底稿","",NA,NA,"","每季所得稅計算底稿","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-048","權責人員通知主管覆核所得稅之Email (若有)","權責人員通知主管覆核所得稅之Email (若有)","",NA,NA,"","權責人員通知主管覆核所得稅之Email (若有)","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-049","每季所得稅入帳傳票","每季所得稅入帳傳票","",NA,NA,"","每季所得稅入帳傳票","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-050","會計師提供之所得稅計算底稿/調節表","會計師提供之所得稅計算底稿/調節表","包含暫時性、永久性差異之調節",NA,NA,"","會計師提供之所得稅計算底稿/調節表","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-051","最終版申報書與說明書之檔案","最終版申報書與說明書之檔案","",NA,NA,"","最終版申報書與說明書之檔案","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-052","通知會計師最終版申報書跟說明書確認完畢之Email","通知會計師最終版申報書跟說明書確認完畢之Email","",NA,NA,"","通知會計師最終版申報書跟說明書確認完畢之Email","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-053","營所稅申報成功書表","營所稅申報成功書表","",NA,NA,"","營所稅申報成功書表","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-054","所得稅之繳款單","所得稅之繳款單","",NA,NA,"","所得稅之繳款單","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-055","年度所得稅請款單","年度所得稅請款單","",NA,NA,"","年度所得稅請款單","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-056","年度所得稅之傳票及附件","年度所得稅之傳票及附件","",NA,NA,"","年度所得稅之傳票及附件","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-057","營業稅計算底稿/調節表及主管覆核軌跡","營業稅計算底稿/調節表及主管覆核軌跡","",NA,NA,"","營業稅計算底稿/調節表及主管覆核軌跡","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-058","營業稅之正本紙本發票","營業稅之正本紙本發票","",NA,NA,"","營業稅之正本紙本發票","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-059","公司之401/403申報書","公司之401/403申報書","",NA,NA,"","公司之401/403申報書","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-060","營業稅之傳票及附件","營業稅之傳票及附件","",NA,NA,"","營業稅之傳票及附件","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-CA-061","其他稅務相關之傳票及附件(若有)","其他稅務相關之傳票及附件(若有)","",NA,NA,"","其他稅務相關之傳票及附件(若有)","財務報導循環","fr_cycle_pbc_seed",NA,"2026-08-27 08:55:07"
"PBC-SC-001","銷售達成率進度週報","銷售達成率進度週報","",NA,NA,"","銷售達成率進度週報","銷售及收款循環","sc_cycle_pbc_seed",NA,"2026-08-27 08:58:08"
"PBC-SC-002","每季銷售檢討會議(Sales Camp)_會議通知","每季銷售檢討會議(Sales Camp)_會議通知","",NA,NA,"","每季銷售檢討會議(Sales Camp)_會議通知","銷售及收款循環","sc_cycle_pbc_seed",NA,"2026-08-27 08:58:08"
"PBC-SC-003","每季銷售檢討會議(Sales Camp)會議簡報等相關資料","每季銷售檢討會議(Sales Camp)會議簡報等相關資料","",NA,NA,"","每季銷售檢討會議(Sales Camp)會議簡報等相關資料","銷售及收款循環","sc_cycle_pbc_seed",NA,"2026-08-27 08:58:08"
"PBC-SC-004","年度銷售預測會議_會議通知","年度銷售預測會議_會議通知","",NA,NA,"","年度銷售預測會議_會議通知","銷售及收款循環","sc_cycle_pbc_seed",NA,"2026-08-27 08:58:08"
"PBC-SC-005","年度銷售預測會議Sales Review Report等相關資料","年度銷售預測會議Sales Review Report等相關資料","",NA,NA,"","年度銷售預測會議Sales Review Report等相關資料","銷售及收款循環","sc_cycle_pbc_seed",NA,"2026-08-27 08:58:08"
"PBC-SC-006","各BU主管提供之銷售預測資料","各BU主管提供之銷售預測資料","",NA,NA,"","各BU主管提供之銷售預測資料","銷售及收款循環","sc_cycle_pbc_seed",NA,"2026-08-27 08:58:08"
"PBC-SC-007","報價參考價目表(Product Rate Card)","報價參考價目表(Product Rate Card)","請提供""最新版本""。",NA,NA,"","報價參考價目表(Product Rate Card)","銷售及收款循環","sc_cycle_pbc_seed",NA,"2026-08-27 08:58:08"
"PBC-SC-008","存放報價參考價目表(Product Rate Card)位址_系統畫面","存放報價參考價目表(Product Rate Card)位址_系統畫面","",NA,NA,"","存放報價參考價目表(Product Rate Card)位址_系統畫面","銷售及收款循環","sc_cycle_pbc_seed",NA,"2026-08-27 08:58:08"
"PBC-SC-009","報價參考價目表(Product Rate Card)_核准紀錄","報價參考價目表(Product Rate Card)_核准紀錄","",NA,NA,"","報價參考價目表(Product Rate Card)_核准紀錄","銷售及收款循環","sc_cycle_pbc_seed",NA,"2026-08-27 08:58:08"
"PBC-SC-010","客戶提出服務或產品(規格)需求_書面記錄","客戶提出服務或產品(規格)需求_書面記錄","",NA,NA,"","客戶提出服務或產品(規格)需求_書面記錄","銷售及收款循環","sc_cycle_pbc_seed",NA,"2026-08-27 08:58:08"
"PBC-SC-011","向客戶報價單_核准紀錄","向客戶報價單_核准紀錄","",NA,NA,"","向客戶報價單_核准紀錄","銷售及收款循環","sc_cycle_pbc_seed",NA,"2026-08-27 08:58:08"
"PBC-SC-012","客戶同意報價_書面紀錄","客戶同意報價_書面紀錄","",NA,NA,"","客戶同意報價_書面紀錄","銷售及收款循環","sc_cycle_pbc_seed",NA,"2026-08-27 08:58:08"
"PBC-SC-013","客戶背景調查紀錄","客戶背景調查紀錄","",NA,NA,"","客戶背景調查紀錄","銷售及收款循環","sc_cycle_pbc_seed",NA,"2026-08-27 08:58:08"
"PBC-SC-014","客戶資料編輯權限清單","客戶資料編輯權限清單","",NA,NA,"","客戶資料編輯權限清單","銷售及收款循環","sc_cycle_pbc_seed",NA,"2026-08-27 08:58:08"
"PBC-SC-015","客戶基本資料表_CMS系統畫面","客戶基本資料表_CMS系統畫面","",NA,NA,"","客戶基本資料表_CMS系統畫面","銷售及收款循環","sc_cycle_pbc_seed",NA,"2026-08-27 08:58:08"
"PBC-SC-016","客戶資料刪除申請單","客戶資料刪除申請單","",NA,NA,"","客戶資料刪除申請單","銷售及收款循環","sc_cycle_pbc_seed",NA,"2026-08-27 08:58:08"
"PBC-SC-017","NDA簽署申請單_eLR系統畫面(含核准紀錄)","NDA簽署申請單_eLR系統畫面(含核准紀錄)","",NA,NA,"","NDA簽署申請單_eLR系統畫面(含核准紀錄)","銷售及收款循環","sc_cycle_pbc_seed",NA,"2026-08-27 08:58:08"
"PBC-SC-018","簽署完成之NDA","簽署完成之NDA","",NA,NA,"","簽署完成之NDA","銷售及收款循環","sc_cycle_pbc_seed",NA,"2026-08-27 08:58:08"
"PBC-SC-019","TBR申請單(含核准紀錄)","TBR申請單(含核准紀錄)","須顯示附上之申請佐證用附件名稱，如""與客戶通聯記錄""等。",NA,NA,"","TBR申請單(含核准紀錄)","銷售及收款循環","sc_cycle_pbc_seed",NA,"2026-08-27 08:58:08"
"PBC-SC-020","TBR狀態之Perfect Console帳號_系統畫面","TBR狀態之Perfect Console帳號_系統畫面","",NA,NA,"","TBR狀態之Perfect Console帳號_系統畫面","銷售及收款循環","sc_cycle_pbc_seed",NA,"2026-08-27 08:58:08"
"PBC-SC-021","合約簽署申請單(eLR)_核准紀錄","合約簽署申請單(eLR)_核准紀錄","",NA,NA,"","合約簽署申請單(eLR)_核准紀錄","銷售及收款循環","sc_cycle_pbc_seed",NA,"2026-08-27 08:58:08"
"PBC-SC-022","合約條款_法務審核紀錄","合約條款_法務審核紀錄","",NA,NA,"","合約條款_法務審核紀錄","銷售及收款循環","sc_cycle_pbc_seed",NA,"2026-08-27 08:58:08"
